,eventID,case concept:name,case REG_DATE,case AMOUNT_REQ,event org:resource,event concept:name,event lifecycle:transition,event time:timestamp,case:concept:name,concept:name,time:timestamp,@@index,@@case_index,ground_truth_activity,ground_truth_time
521,73014444054,173739,2011-01-10 13:12:58.663000+00:00,10000,,W_Valideren aanvraag,SCHEDULE,2011-11-10 10:19:12.705000+00:00,173739,W_Valideren aanvraag,2011-11-10 10:19:12.705000+00:00,521,17,W_Nabellen offertes,2011-11-10 10:19:14.044000+00:00
522,73014444055,173739,2011-01-10 13:12:58.663000+00:00,10000,,W_Nabellen offertes,COMPLETE,2011-11-10 10:19:14.044000+00:00,173739,W_Nabellen offertes,2011-11-10 10:19:14.044000+00:00,522,17,N\A,N\A
523,77309411328,173742,2011-01-10 13:44:12.626000+00:00,6000,112.0,A_SUBMITTED,COMPLETE,2011-01-10 13:44:12.627000+00:00,173742,A_SUBMITTED,2011-01-10 13:44:12.627000+00:00,523,18,A_PARTLYSUBMITTED,2011-01-10 13:44:12.796000+00:00
524,77309411329,173742,2011-01-10 13:44:12.626000+00:00,6000,112.0,A_PARTLYSUBMITTED,COMPLETE,2011-01-10 13:44:12.796000+00:00,173742,A_PARTLYSUBMITTED,2011-01-10 13:44:12.796000+00:00,524,18,W_Afhandelen leads,2011-01-10 13:44:28.518000+00:00
525,77309411330,173742,2011-01-10 13:44:12.626000+00:00,6000,112.0,W_Afhandelen leads,SCHEDULE,2011-01-10 13:44:28.518000+00:00,173742,W_Afhandelen leads,2011-01-10 13:44:28.518000+00:00,525,18,W_Afhandelen leads,2011-01-10 14:54:59.794000+00:00
526,77309411331,173742,2011-01-10 13:44:12.626000+00:00,6000,10939.0,W_Afhandelen leads,START,2011-01-10 14:54:59.794000+00:00,173742,W_Afhandelen leads,2011-01-10 14:54:59.794000+00:00,526,18,A_PREACCEPTED,2011-01-10 14:56:21.300000+00:00
527,77309411332,173742,2011-01-10 13:44:12.626000+00:00,6000,10939.0,A_PREACCEPTED,COMPLETE,2011-01-10 14:56:21.300000+00:00,173742,A_PREACCEPTED,2011-01-10 14:56:21.300000+00:00,527,18,W_Completeren aanvraag,2011-01-10 14:56:21.343000+00:00
528,77309411333,173742,2011-01-10 13:44:12.626000+00:00,6000,10939.0,W_Completeren aanvraag,SCHEDULE,2011-01-10 14:56:21.343000+00:00,173742,W_Completeren aanvraag,2011-01-10 14:56:21.343000+00:00,528,18,W_Afhandelen leads,2011-01-10 14:56:22.258000+00:00
529,77309411334,173742,2011-01-10 13:44:12.626000+00:00,6000,10939.0,W_Afhandelen leads,COMPLETE,2011-01-10 14:56:22.258000+00:00,173742,W_Afhandelen leads,2011-01-10 14:56:22.258000+00:00,529,18,W_Completeren aanvraag,2011-01-10 15:43:28.867000+00:00
530,77309411335,173742,2011-01-10 13:44:12.626000+00:00,6000,,W_Completeren aanvraag,START,2011-01-10 15:43:28.867000+00:00,173742,W_Completeren aanvraag,2011-01-10 15:43:28.867000+00:00,530,18,W_Completeren aanvraag,2011-01-10 15:50:01.022000+00:00
531,77309411336,173742,2011-01-10 13:44:12.626000+00:00,6000,,W_Completeren aanvraag,COMPLETE,2011-01-10 15:50:01.022000+00:00,173742,W_Completeren aanvraag,2011-01-10 15:50:01.022000+00:00,531,18,W_Completeren aanvraag,2011-03-10 12:55:29.782000+00:00
532,77309411337,173742,2011-01-10 13:44:12.626000+00:00,6000,11180.0,W_Completeren aanvraag,START,2011-03-10 12:55:29.782000+00:00,173742,W_Completeren aanvraag,2011-03-10 12:55:29.782000+00:00,532,18,W_Completeren aanvraag,2011-03-10 12:56:17.811000+00:00
533,77309411338,173742,2011-01-10 13:44:12.626000+00:00,6000,11180.0,W_Completeren aanvraag,COMPLETE,2011-03-10 12:56:17.811000+00:00,173742,W_Completeren aanvraag,2011-03-10 12:56:17.811000+00:00,533,18,W_Completeren aanvraag,2011-03-10 15:53:14.368000+00:00
534,77309411339,173742,2011-01-10 13:44:12.626000+00:00,6000,11201.0,W_Completeren aanvraag,START,2011-03-10 15:53:14.368000+00:00,173742,W_Completeren aanvraag,2011-03-10 15:53:14.368000+00:00,534,18,W_Completeren aanvraag,2011-03-10 15:55:10.703000+00:00
535,77309411340,173742,2011-01-10 13:44:12.626000+00:00,6000,11201.0,W_Completeren aanvraag,COMPLETE,2011-03-10 15:55:10.703000+00:00,173742,W_Completeren aanvraag,2011-03-10 15:55:10.703000+00:00,535,18,W_Completeren aanvraag,2011-04-10 11:30:57.138000+00:00
536,77309411341,173742,2011-01-10 13:44:12.626000+00:00,6000,11169.0,W_Completeren aanvraag,START,2011-04-10 11:30:57.138000+00:00,173742,W_Completeren aanvraag,2011-04-10 11:30:57.138000+00:00,536,18,W_Completeren aanvraag,2011-04-10 11:35:15.898000+00:00
537,77309411342,173742,2011-01-10 13:44:12.626000+00:00,6000,11169.0,W_Completeren aanvraag,COMPLETE,2011-04-10 11:35:15.898000+00:00,173742,W_Completeren aanvraag,2011-04-10 11:35:15.898000+00:00,537,18,W_Completeren aanvraag,2011-04-10 13:25:26.997000+00:00
538,77309411343,173742,2011-01-10 13:44:12.626000+00:00,6000,11179.0,W_Completeren aanvraag,START,2011-04-10 13:25:26.997000+00:00,173742,W_Completeren aanvraag,2011-04-10 13:25:26.997000+00:00,538,18,W_Completeren aanvraag,2011-04-10 13:26:21.211000+00:00
539,77309411344,173742,2011-01-10 13:44:12.626000+00:00,6000,11179.0,W_Completeren aanvraag,COMPLETE,2011-04-10 13:26:21.211000+00:00,173742,W_Completeren aanvraag,2011-04-10 13:26:21.211000+00:00,539,18,W_Completeren aanvraag,2011-04-10 17:26:11.606000+00:00
540,77309411345,173742,2011-01-10 13:44:12.626000+00:00,6000,11122.0,W_Completeren aanvraag,START,2011-04-10 17:26:11.606000+00:00,173742,W_Completeren aanvraag,2011-04-10 17:26:11.606000+00:00,540,18,W_Completeren aanvraag,2011-04-10 17:27:09.867000+00:00
541,77309411346,173742,2011-01-10 13:44:12.626000+00:00,6000,11122.0,W_Completeren aanvraag,COMPLETE,2011-04-10 17:27:09.867000+00:00,173742,W_Completeren aanvraag,2011-04-10 17:27:09.867000+00:00,541,18,W_Completeren aanvraag,2011-05-10 09:31:37.643000+00:00
542,77309411347,173742,2011-01-10 13:44:12.626000+00:00,6000,11180.0,W_Completeren aanvraag,START,2011-05-10 09:31:37.643000+00:00,173742,W_Completeren aanvraag,2011-05-10 09:31:37.643000+00:00,542,18,W_Completeren aanvraag,2011-05-10 09:32:15.950000+00:00
543,77309411348,173742,2011-01-10 13:44:12.626000+00:00,6000,11180.0,W_Completeren aanvraag,COMPLETE,2011-05-10 09:32:15.950000+00:00,173742,W_Completeren aanvraag,2011-05-10 09:32:15.950000+00:00,543,18,W_Completeren aanvraag,2011-05-10 13:27:38.276000+00:00
544,77309411349,173742,2011-01-10 13:44:12.626000+00:00,6000,,W_Completeren aanvraag,START,2011-05-10 13:27:38.276000+00:00,173742,W_Completeren aanvraag,2011-05-10 13:27:38.276000+00:00,544,18,W_Completeren aanvraag,2011-05-10 13:28:37.728000+00:00
545,77309411350,173742,2011-01-10 13:44:12.626000+00:00,6000,,W_Completeren aanvraag,COMPLETE,2011-05-10 13:28:37.728000+00:00,173742,W_Completeren aanvraag,2011-05-10 13:28:37.728000+00:00,545,18,W_Completeren aanvraag,2011-05-10 18:13:44.540000+00:00
546,77309411351,173742,2011-01-10 13:44:12.626000+00:00,6000,,W_Completeren aanvraag,START,2011-05-10 18:13:44.540000+00:00,173742,W_Completeren aanvraag,2011-05-10 18:13:44.540000+00:00,546,18,W_Completeren aanvraag,2011-05-10 18:14:09.139000+00:00
547,77309411352,173742,2011-01-10 13:44:12.626000+00:00,6000,,W_Completeren aanvraag,COMPLETE,2011-05-10 18:14:09.139000+00:00,173742,W_Completeren aanvraag,2011-05-10 18:14:09.139000+00:00,547,18,W_Completeren aanvraag,2011-05-10 18:51:28.875000+00:00
548,77309411353,173742,2011-01-10 13:44:12.626000+00:00,6000,,W_Completeren aanvraag,START,2011-05-10 18:51:28.875000+00:00,173742,W_Completeren aanvraag,2011-05-10 18:51:28.875000+00:00,548,18,W_Completeren aanvraag,2011-05-10 18:53:18.185000+00:00
549,77309411354,173742,2011-01-10 13:44:12.626000+00:00,6000,,W_Completeren aanvraag,COMPLETE,2011-05-10 18:53:18.185000+00:00,173742,W_Completeren aanvraag,2011-05-10 18:53:18.185000+00:00,549,18,W_Completeren aanvraag,2011-06-10 09:59:11.603000+00:00
550,77309411355,173742,2011-01-10 13:44:12.626000+00:00,6000,11201.0,W_Completeren aanvraag,START,2011-06-10 09:59:11.603000+00:00,173742,W_Completeren aanvraag,2011-06-10 09:59:11.603000+00:00,550,18,W_Completeren aanvraag,2011-06-10 10:00:04.158000+00:00
551,77309411356,173742,2011-01-10 13:44:12.626000+00:00,6000,11201.0,W_Completeren aanvraag,COMPLETE,2011-06-10 10:00:04.158000+00:00,173742,W_Completeren aanvraag,2011-06-10 10:00:04.158000+00:00,551,18,W_Completeren aanvraag,2011-06-10 20:53:12.515000+00:00
552,77309411357,173742,2011-01-10 13:44:12.626000+00:00,6000,11180.0,W_Completeren aanvraag,START,2011-06-10 20:53:12.515000+00:00,173742,W_Completeren aanvraag,2011-06-10 20:53:12.515000+00:00,552,18,W_Completeren aanvraag,2011-06-10 20:54:12.674000+00:00
553,77309411358,173742,2011-01-10 13:44:12.626000+00:00,6000,11180.0,W_Completeren aanvraag,COMPLETE,2011-06-10 20:54:12.674000+00:00,173742,W_Completeren aanvraag,2011-06-10 20:54:12.674000+00:00,553,18,W_Completeren aanvraag,2011-07-10 18:33:31.438000+00:00
554,77309411359,173742,2011-01-10 13:44:12.626000+00:00,6000,11181.0,W_Completeren aanvraag,START,2011-07-10 18:33:31.438000+00:00,173742,W_Completeren aanvraag,2011-07-10 18:33:31.438000+00:00,554,18,W_Completeren aanvraag,2011-07-10 18:34:58.370000+00:00
555,77309411360,173742,2011-01-10 13:44:12.626000+00:00,6000,11181.0,W_Completeren aanvraag,COMPLETE,2011-07-10 18:34:58.370000+00:00,173742,W_Completeren aanvraag,2011-07-10 18:34:58.370000+00:00,555,18,W_Completeren aanvraag,2011-08-10 10:49:43.434000+00:00
556,77309411361,173742,2011-01-10 13:44:12.626000+00:00,6000,10913.0,W_Completeren aanvraag,START,2011-08-10 10:49:43.434000+00:00,173742,W_Completeren aanvraag,2011-08-10 10:49:43.434000+00:00,556,18,W_Completeren aanvraag,2011-08-10 10:51:27.693000+00:00
557,77309411362,173742,2011-01-10 13:44:12.626000+00:00,6000,10913.0,W_Completeren aanvraag,COMPLETE,2011-08-10 10:51:27.693000+00:00,173742,W_Completeren aanvraag,2011-08-10 10:51:27.693000+00:00,557,18,W_Completeren aanvraag,2011-08-10 11:27:14.238000+00:00
558,77309411363,173742,2011-01-10 13:44:12.626000+00:00,6000,11181.0,W_Completeren aanvraag,START,2011-08-10 11:27:14.238000+00:00,173742,W_Completeren aanvraag,2011-08-10 11:27:14.238000+00:00,558,18,W_Completeren aanvraag,2011-08-10 11:30:22.029000+00:00
559,77309411364,173742,2011-01-10 13:44:12.626000+00:00,6000,11181.0,W_Completeren aanvraag,COMPLETE,2011-08-10 11:30:22.029000+00:00,173742,W_Completeren aanvraag,2011-08-10 11:30:22.029000+00:00,559,18,W_Completeren aanvraag,2011-10-14 15:45:14.837000+00:00
560,77309411365,173742,2011-01-10 13:44:12.626000+00:00,6000,,W_Completeren aanvraag,START,2011-10-14 15:45:14.837000+00:00,173742,W_Completeren aanvraag,2011-10-14 15:45:14.837000+00:00,560,18,A_DECLINED,2011-10-14 15:52:04.486000+00:00
561,77309411366,173742,2011-01-10 13:44:12.626000+00:00,6000,11120.0,A_DECLINED,COMPLETE,2011-10-14 15:52:04.486000+00:00,173742,A_DECLINED,2011-10-14 15:52:04.486000+00:00,561,18,W_Completeren aanvraag,2011-10-14 15:52:09.143000+00:00
562,77309411367,173742,2011-01-10 13:44:12.626000+00:00,6000,,W_Completeren aanvraag,COMPLETE,2011-10-14 15:52:09.143000+00:00,173742,W_Completeren aanvraag,2011-10-14 15:52:09.143000+00:00,562,18,N\A,N\A
563,81604378624,173745,2011-01-10 14:08:16.293000+00:00,2000,112.0,A_SUBMITTED,COMPLETE,2011-01-10 14:08:16.294000+00:00,173745,A_SUBMITTED,2011-01-10 14:08:16.294000+00:00,563,19,A_PARTLYSUBMITTED,2011-01-10 14:08:16.484000+00:00
564,81604378625,173745,2011-01-10 14:08:16.293000+00:00,2000,112.0,A_PARTLYSUBMITTED,COMPLETE,2011-01-10 14:08:16.484000+00:00,173745,A_PARTLYSUBMITTED,2011-01-10 14:08:16.484000+00:00,564,19,W_Afhandelen leads,2011-01-10 14:08:29.623000+00:00
565,81604378626,173745,2011-01-10 14:08:16.293000+00:00,2000,112.0,W_Afhandelen leads,SCHEDULE,2011-01-10 14:08:29.623000+00:00,173745,W_Afhandelen leads,2011-01-10 14:08:29.623000+00:00,565,19,W_Afhandelen leads,2011-01-10 15:19:46.902000+00:00
566,81604378627,173745,2011-01-10 14:08:16.293000+00:00,2000,10939.0,W_Afhandelen leads,START,2011-01-10 15:19:46.902000+00:00,173745,W_Afhandelen leads,2011-01-10 15:19:46.902000+00:00,566,19,A_PREACCEPTED,2011-01-10 15:21:26.216000+00:00
567,81604378628,173745,2011-01-10 14:08:16.293000+00:00,2000,10939.0,A_PREACCEPTED,COMPLETE,2011-01-10 15:21:26.216000+00:00,173745,A_PREACCEPTED,2011-01-10 15:21:26.216000+00:00,567,19,W_Completeren aanvraag,2011-01-10 15:21:26.264000+00:00
568,81604378629,173745,2011-01-10 14:08:16.293000+00:00,2000,10939.0,W_Completeren aanvraag,SCHEDULE,2011-01-10 15:21:26.264000+00:00,173745,W_Completeren aanvraag,2011-01-10 15:21:26.264000+00:00,568,19,W_Afhandelen leads,2011-01-10 15:21:27.382000+00:00
569,81604378630,173745,2011-01-10 14:08:16.293000+00:00,2000,10939.0,W_Afhandelen leads,COMPLETE,2011-01-10 15:21:27.382000+00:00,173745,W_Afhandelen leads,2011-01-10 15:21:27.382000+00:00,569,19,W_Completeren aanvraag,2011-01-10 15:49:47.071000+00:00
570,81604378631,173745,2011-01-10 14:08:16.293000+00:00,2000,,W_Completeren aanvraag,START,2011-01-10 15:49:47.071000+00:00,173745,W_Completeren aanvraag,2011-01-10 15:49:47.071000+00:00,570,19,A_ACCEPTED,2011-01-10 15:55:33.955000+00:00
571,81604378632,173745,2011-01-10 14:08:16.293000+00:00,2000,11111.0,A_ACCEPTED,COMPLETE,2011-01-10 15:55:33.955000+00:00,173745,A_ACCEPTED,2011-01-10 15:55:33.955000+00:00,571,19,O_SELECTED,2011-01-10 15:58:41.855000+00:00
572,81604378633,173745,2011-01-10 14:08:16.293000+00:00,2000,11111.0,O_SELECTED,COMPLETE,2011-01-10 15:58:41.855000+00:00,173745,O_SELECTED,2011-01-10 15:58:41.855000+00:00,572,19,A_FINALIZED,2011-01-10 15:58:41.856000+00:00
573,81604378634,173745,2011-01-10 14:08:16.293000+00:00,2000,11111.0,A_FINALIZED,COMPLETE,2011-01-10 15:58:41.856000+00:00,173745,A_FINALIZED,2011-01-10 15:58:41.856000+00:00,573,19,O_CREATED,2011-01-10 15:58:44.837000+00:00
574,81604378635,173745,2011-01-10 14:08:16.293000+00:00,2000,11111.0,O_CREATED,COMPLETE,2011-01-10 15:58:44.837000+00:00,173745,O_CREATED,2011-01-10 15:58:44.837000+00:00,574,19,O_SENT,2011-01-10 15:58:44.859000+00:00
575,81604378636,173745,2011-01-10 14:08:16.293000+00:00,2000,11111.0,O_SENT,COMPLETE,2011-01-10 15:58:44.859000+00:00,173745,O_SENT,2011-01-10 15:58:44.859000+00:00,575,19,W_Nabellen offertes,2011-01-10 15:58:44.952000+00:00
576,81604378637,173745,2011-01-10 14:08:16.293000+00:00,2000,,W_Nabellen offertes,SCHEDULE,2011-01-10 15:58:44.952000+00:00,173745,W_Nabellen offertes,2011-01-10 15:58:44.952000+00:00,576,19,W_Completeren aanvraag,2011-01-10 15:58:47.041000+00:00
577,81604378638,173745,2011-01-10 14:08:16.293000+00:00,2000,,W_Completeren aanvraag,COMPLETE,2011-01-10 15:58:47.041000+00:00,173745,W_Completeren aanvraag,2011-01-10 15:58:47.041000+00:00,577,19,W_Nabellen offertes,2011-08-10 12:37:54.978000+00:00
578,81604378639,173745,2011-01-10 14:08:16.293000+00:00,2000,11000.0,W_Nabellen offertes,START,2011-08-10 12:37:54.978000+00:00,173745,W_Nabellen offertes,2011-08-10 12:37:54.978000+00:00,578,19,O_CANCELLED,2011-08-10 12:45:57.789000+00:00
579,81604378640,173745,2011-01-10 14:08:16.293000+00:00,2000,11000.0,O_CANCELLED,COMPLETE,2011-08-10 12:45:57.789000+00:00,173745,O_CANCELLED,2011-08-10 12:45:57.789000+00:00,579,19,A_CANCELLED,2011-08-10 12:45:57.789000+00:00
580,81604378641,173745,2011-01-10 14:08:16.293000+00:00,2000,11000.0,A_CANCELLED,COMPLETE,2011-08-10 12:45:57.789000+00:00,173745,A_CANCELLED,2011-08-10 12:45:57.789000+00:00,580,19,W_Nabellen offertes,2011-08-10 12:45:59.872000+00:00
581,81604378642,173745,2011-01-10 14:08:16.293000+00:00,2000,11000.0,W_Nabellen offertes,COMPLETE,2011-08-10 12:45:59.872000+00:00,173745,W_Nabellen offertes,2011-08-10 12:45:59.872000+00:00,581,19,N\A,N\A
582,85899345920,173748,2011-01-10 14:09:16.087000+00:00,5000,112.0,A_SUBMITTED,COMPLETE,2011-01-10 14:09:16.088000+00:00,173748,A_SUBMITTED,2011-01-10 14:09:16.088000+00:00,582,20,A_PARTLYSUBMITTED,2011-01-10 14:09:16.307000+00:00
583,85899345921,173748,2011-01-10 14:09:16.087000+00:00,5000,112.0,A_PARTLYSUBMITTED,COMPLETE,2011-01-10 14:09:16.307000+00:00,173748,A_PARTLYSUBMITTED,2011-01-10 14:09:16.307000+00:00,583,20,W_Afhandelen leads,2011-01-10 14:10:03.002000+00:00
584,85899345922,173748,2011-01-10 14:09:16.087000+00:00,5000,112.0,W_Afhandelen leads,SCHEDULE,2011-01-10 14:10:03.002000+00:00,173748,W_Afhandelen leads,2011-01-10 14:10:03.002000+00:00,584,20,W_Afhandelen leads,2011-01-10 15:21:30.425000+00:00
585,85899345923,173748,2011-01-10 14:09:16.087000+00:00,5000,10939.0,W_Afhandelen leads,START,2011-01-10 15:21:30.425000+00:00,173748,W_Afhandelen leads,2011-01-10 15:21:30.425000+00:00,585,20,A_PREACCEPTED,2011-01-10 15:24:16.783000+00:00
586,85899345924,173748,2011-01-10 14:09:16.087000+00:00,5000,10939.0,A_PREACCEPTED,COMPLETE,2011-01-10 15:24:16.783000+00:00,173748,A_PREACCEPTED,2011-01-10 15:24:16.783000+00:00,586,20,W_Completeren aanvraag,2011-01-10 15:24:16.818000+00:00
587,85899345925,173748,2011-01-10 14:09:16.087000+00:00,5000,10939.0,W_Completeren aanvraag,SCHEDULE,2011-01-10 15:24:16.818000+00:00,173748,W_Completeren aanvraag,2011-01-10 15:24:16.818000+00:00,587,20,W_Afhandelen leads,2011-01-10 15:24:17.903000+00:00
588,85899345926,173748,2011-01-10 14:09:16.087000+00:00,5000,10939.0,W_Afhandelen leads,COMPLETE,2011-01-10 15:24:17.903000+00:00,173748,W_Afhandelen leads,2011-01-10 15:24:17.903000+00:00,588,20,W_Completeren aanvraag,2011-01-10 15:56:55.771000+00:00
589,85899345927,173748,2011-01-10 14:09:16.087000+00:00,5000,10939.0,W_Completeren aanvraag,START,2011-01-10 15:56:55.771000+00:00,173748,W_Completeren aanvraag,2011-01-10 15:56:55.771000+00:00,589,20,W_Completeren aanvraag,2011-01-10 15:57:08.108000+00:00
590,85899345928,173748,2011-01-10 14:09:16.087000+00:00,5000,10939.0,W_Completeren aanvraag,COMPLETE,2011-01-10 15:57:08.108000+00:00,173748,W_Completeren aanvraag,2011-01-10 15:57:08.108000+00:00,590,20,W_Completeren aanvraag,2011-01-10 15:57:12.437000+00:00
591,85899345929,173748,2011-01-10 14:09:16.087000+00:00,5000,10939.0,W_Completeren aanvraag,START,2011-01-10 15:57:12.437000+00:00,173748,W_Completeren aanvraag,2011-01-10 15:57:12.437000+00:00,591,20,W_Completeren aanvraag,2011-01-10 15:57:18.128000+00:00
592,85899345930,173748,2011-01-10 14:09:16.087000+00:00,5000,10939.0,W_Completeren aanvraag,COMPLETE,2011-01-10 15:57:18.128000+00:00,173748,W_Completeren aanvraag,2011-01-10 15:57:18.128000+00:00,592,20,W_Completeren aanvraag,2011-01-10 16:00:06.614000+00:00
593,85899345931,173748,2011-01-10 14:09:16.087000+00:00,5000,,W_Completeren aanvraag,START,2011-01-10 16:00:06.614000+00:00,173748,W_Completeren aanvraag,2011-01-10 16:00:06.614000+00:00,593,20,W_Completeren aanvraag,2011-01-10 16:00:29.127000+00:00
594,85899345932,173748,2011-01-10 14:09:16.087000+00:00,5000,,W_Completeren aanvraag,COMPLETE,2011-01-10 16:00:29.127000+00:00,173748,W_Completeren aanvraag,2011-01-10 16:00:29.127000+00:00,594,20,W_Completeren aanvraag,2011-01-10 16:01:55.949000+00:00
595,85899345933,173748,2011-01-10 14:09:16.087000+00:00,5000,11019.0,W_Completeren aanvraag,START,2011-01-10 16:01:55.949000+00:00,173748,W_Completeren aanvraag,2011-01-10 16:01:55.949000+00:00,595,20,W_Completeren aanvraag,2011-01-10 16:09:35.915000+00:00
596,85899345934,173748,2011-01-10 14:09:16.087000+00:00,5000,11019.0,W_Completeren aanvraag,COMPLETE,2011-01-10 16:09:35.915000+00:00,173748,W_Completeren aanvraag,2011-01-10 16:09:35.915000+00:00,596,20,W_Completeren aanvraag,2011-01-10 16:27:43.446000+00:00
597,85899345935,173748,2011-01-10 14:09:16.087000+00:00,5000,11119.0,W_Completeren aanvraag,START,2011-01-10 16:27:43.446000+00:00,173748,W_Completeren aanvraag,2011-01-10 16:27:43.446000+00:00,597,20,A_ACCEPTED,2011-01-10 16:33:21.976000+00:00
598,85899345936,173748,2011-01-10 14:09:16.087000+00:00,5000,11119.0,A_ACCEPTED,COMPLETE,2011-01-10 16:33:21.976000+00:00,173748,A_ACCEPTED,2011-01-10 16:33:21.976000+00:00,598,20,O_SELECTED,2011-01-10 16:36:44.831000+00:00
599,85899345938,173748,2011-01-10 14:09:16.087000+00:00,5000,11119.0,O_SELECTED,COMPLETE,2011-01-10 16:36:44.831000+00:00,173748,O_SELECTED,2011-01-10 16:36:44.831000+00:00,599,20,A_FINALIZED,2011-01-10 16:36:44.831000+00:00
600,85899345937,173748,2011-01-10 14:09:16.087000+00:00,5000,11119.0,A_FINALIZED,COMPLETE,2011-01-10 16:36:44.831000+00:00,173748,A_FINALIZED,2011-01-10 16:36:44.831000+00:00,600,20,O_CREATED,2011-01-10 16:37:32.632000+00:00
601,85899345939,173748,2011-01-10 14:09:16.087000+00:00,5000,11119.0,O_CREATED,COMPLETE,2011-01-10 16:37:32.632000+00:00,173748,O_CREATED,2011-01-10 16:37:32.632000+00:00,601,20,O_SENT,2011-01-10 16:37:32.669000+00:00
602,85899345940,173748,2011-01-10 14:09:16.087000+00:00,5000,11119.0,O_SENT,COMPLETE,2011-01-10 16:37:32.669000+00:00,173748,O_SENT,2011-01-10 16:37:32.669000+00:00,602,20,W_Nabellen offertes,2011-01-10 16:37:32.777000+00:00
603,85899345941,173748,2011-01-10 14:09:16.087000+00:00,5000,11119.0,W_Nabellen offertes,SCHEDULE,2011-01-10 16:37:32.777000+00:00,173748,W_Nabellen offertes,2011-01-10 16:37:32.777000+00:00,603,20,W_Completeren aanvraag,2011-01-10 16:37:33.942000+00:00
604,85899345942,173748,2011-01-10 14:09:16.087000+00:00,5000,11119.0,W_Completeren aanvraag,COMPLETE,2011-01-10 16:37:33.942000+00:00,173748,W_Completeren aanvraag,2011-01-10 16:37:33.942000+00:00,604,20,W_Nabellen offertes,2011-01-10 16:37:45.563000+00:00
605,85899345943,173748,2011-01-10 14:09:16.087000+00:00,5000,11119.0,W_Nabellen offertes,START,2011-01-10 16:37:45.563000+00:00,173748,W_Nabellen offertes,2011-01-10 16:37:45.563000+00:00,605,20,W_Nabellen offertes,2011-01-10 16:39:20.513000+00:00
606,85899345944,173748,2011-01-10 14:09:16.087000+00:00,5000,11119.0,W_Nabellen offertes,COMPLETE,2011-01-10 16:39:20.513000+00:00,173748,W_Nabellen offertes,2011-01-10 16:39:20.513000+00:00,606,20,W_Nabellen offertes,2011-01-10 16:41:24.002000+00:00
607,85899345945,173748,2011-01-10 14:09:16.087000+00:00,5000,11119.0,W_Nabellen offertes,START,2011-01-10 16:41:24.002000+00:00,173748,W_Nabellen offertes,2011-01-10 16:41:24.002000+00:00,607,20,O_CANCELLED,2011-01-10 16:42:16.406000+00:00
608,85899345946,173748,2011-01-10 14:09:16.087000+00:00,5000,11119.0,O_CANCELLED,COMPLETE,2011-01-10 16:42:16.406000+00:00,173748,O_CANCELLED,2011-01-10 16:42:16.406000+00:00,608,20,O_SELECTED,2011-01-10 16:42:16.406000+00:00
609,85899345947,173748,2011-01-10 14:09:16.087000+00:00,5000,11119.0,O_SELECTED,COMPLETE,2011-01-10 16:42:16.406000+00:00,173748,O_SELECTED,2011-01-10 16:42:16.406000+00:00,609,20,O_CREATED,2011-01-10 16:42:17.394000+00:00
610,85899345948,173748,2011-01-10 14:09:16.087000+00:00,5000,11119.0,O_CREATED,COMPLETE,2011-01-10 16:42:17.394000+00:00,173748,O_CREATED,2011-01-10 16:42:17.394000+00:00,610,20,O_SENT,2011-01-10 16:42:17.419000+00:00
611,85899345949,173748,2011-01-10 14:09:16.087000+00:00,5000,11119.0,O_SENT,COMPLETE,2011-01-10 16:42:17.419000+00:00,173748,O_SENT,2011-01-10 16:42:17.419000+00:00,611,20,W_Nabellen offertes,2011-01-10 16:42:17.503000+00:00
612,85899345950,173748,2011-01-10 14:09:16.087000+00:00,5000,11119.0,W_Nabellen offertes,SCHEDULE,2011-01-10 16:42:17.503000+00:00,173748,W_Nabellen offertes,2011-01-10 16:42:17.503000+00:00,612,20,W_Nabellen offertes,2011-01-10 16:42:18.798000+00:00
613,85899345951,173748,2011-01-10 14:09:16.087000+00:00,5000,11119.0,W_Nabellen offertes,COMPLETE,2011-01-10 16:42:18.798000+00:00,173748,W_Nabellen offertes,2011-01-10 16:42:18.798000+00:00,613,20,W_Nabellen offertes,2011-01-10 16:42:41.603000+00:00
614,85899345952,173748,2011-01-10 14:09:16.087000+00:00,5000,11119.0,W_Nabellen offertes,START,2011-01-10 16:42:41.603000+00:00,173748,W_Nabellen offertes,2011-01-10 16:42:41.603000+00:00,614,20,W_Nabellen offertes,2011-01-10 16:48:25.529000+00:00
615,85899345953,173748,2011-01-10 14:09:16.087000+00:00,5000,11119.0,W_Nabellen offertes,COMPLETE,2011-01-10 16:48:25.529000+00:00,173748,W_Nabellen offertes,2011-01-10 16:48:25.529000+00:00,615,20,W_Nabellen offertes,2011-03-10 16:35:29.831000+00:00
616,85899345954,173748,2011-01-10 14:09:16.087000+00:00,5000,11001.0,W_Nabellen offertes,START,2011-03-10 16:35:29.831000+00:00,173748,W_Nabellen offertes,2011-03-10 16:35:29.831000+00:00,616,20,O_DECLINED,2011-03-10 16:44:19.335000+00:00
617,85899345956,173748,2011-01-10 14:09:16.087000+00:00,5000,11001.0,O_DECLINED,COMPLETE,2011-03-10 16:44:19.335000+00:00,173748,O_DECLINED,2011-03-10 16:44:19.335000+00:00,617,20,A_DECLINED,2011-03-10 16:44:19.335000+00:00
